MaSV,HoTen,Diem
SV3224,Nguyen Van S4,4.14
SV3225,Tran Thi S5,9.69
SV3226,Le Van S6,8.07
SV3227,Nguyen Van S7,6.32
SV3228,Tran Thi S8,7.43
SV3229,Le Van S9,8.7
SV3230,Nguyen Van S0,7.39
SV3231,Tran Thi S1,4.58
SV3232,Le Van S2,7.95
SV3233,Nguyen Van S3,7.5
SV3234,Tran Thi S4,4.05
SV3235,Le Van S5,9.17
SV3236,Nguyen Van S6,6.84
SV3237,Tran Thi S7,5.27
SV3238,Le Van S8,4.18
SV3239,Nguyen Van S9,8.09
SV3240,Tran Thi S0,6.56
SV3241,Le Van S1,8.63
SV3242,Nguyen Van S2,8.26
SV3243,Tran Thi S3,4.14
SV3244,Le Van S4,5.22
SV3245,Nguyen Van S5,9.2
SV3246,Tran Thi S6,9.23
SV3247,Le Van S7,4.21
SV3248,Nguyen Van S8,4.62
SV3249,Tran Thi S9,4.59
SV3250,Le Van S0,5.85
SV3251,Nguyen Van S1,4.83
SV3252,Tran Thi S2,6.62
SV3253,Le Van S3,9.19
SV3254,Nguyen Van S4,4.02
SV3255,Tran Thi S5,4.85
SV3256,Le Van S6,5.05
SV3257,Nguyen Van S7,5.95
SV3258,Tran Thi S8,9.01
SV3259,Le Van S9,5.92
SV3260,Nguyen Van S0,7.56
SV3261,Tran Thi S1,9.69
SV3262,Le Van S2,8.78
SV3263,Nguyen Van S3,6.67
SV3264,Tran Thi S4,4.46
SV3265,Le Van S5,6.69
SV3266,Nguyen Van S6,5.56
SV3267,Tran Thi S7,8.69
SV3268,Le Van S8,8.93
SV3269,Nguyen Van S9,8.03
SV3270,Tran Thi S0,7.98
SV3271,Le Van S1,6.81
SV3272,Nguyen Van S2,9.68
SV3273,Tran Thi S3,9.85
SV3274,Le Van S4,9.02
SV3275,Nguyen Van S5,4.37
SV3276,Tran Thi S6,9.12
SV3277,Le Van S7,7.78
SV3278,Nguyen Van S8,9.52
SV3279,Tran Thi S9,9.1
SV3280,Le Van S0,7.38
SV3281,Nguyen Van S1,7.06
SV3282,Tran Thi S2,6.26
SV3283,Le Van S3,5.99
SV3284,Nguyen Van S4,5.68
SV3285,Tran Thi S5,7.51
SV3286,Le Van S6,4.16
SV3287,Nguyen Van S7,5.57
SV3288,Tran Thi S8,9.4
SV3289,Le Van S9,9.1
SV3290,Nguyen Van S0,6.08
SV3291,Tran Thi S1,9.06
SV3292,Le Van S2,6.02
SV3293,Nguyen Van S3,6.8
SV3294,Tran Thi S4,4.42
SV3295,Le Van S5,6.94
SV3296,Nguyen Van S6,6.15
SV3297,Tran Thi S7,9.86
SV3298,Le Van S8,4.44
SV3299,Nguyen Van S9,5.28
SV3300,Tran Thi S0,9.03
SV3301,Le Van S1,9.99
SV3302,Nguyen Van S2,5.05
SV3303,Tran Thi S3,6.88
SV3304,Le Van S4,4.97
SV3305,Nguyen Van S5,4.11
SV3306,Tran Thi S6,8.04
SV3307,Le Van S7,5.2
SV3308,Nguyen Van S8,5.3
SV3309,Tran Thi S9,4.83
SV3310,Le Van S0,9.97
SV3311,Nguyen Van S1,4.45
SV3312,Tran Thi S2,4.22
SV3313,Le Van S3,7.61
SV3314,Nguyen Van S4,7.9
SV3315,Tran Thi S5,8
SV3316,Le Van S6,5.66
SV3317,Nguyen Van S7,8.83
SV3318,Tran Thi S8,6.32
SV3319,Le Van S9,8.79
SV3320,Nguyen Van S0,7.35
SV3321,Tran Thi S1,7.15
SV3322,Le Van S2,4.81
SV3323,Nguyen Van S3,7.51
SV3324,Tran Thi S4,8.15
SV3325,Le Van S5,5.22
SV3326,Nguyen Van S6,6.17
SV3327,Tran Thi S7,9.91
SV3328,Le Van S8,9.93
SV3329,Nguyen Van S9,7.29
SV3330,Tran Thi S0,8.22
SV3331,Le Van S1,4.18
SV3332,Nguyen Van S2,9.43
SV3333,Tran Thi S3,8.49
SV3334,Le Van S4,6.58
SV3335,Nguyen Van S5,9.42
SV3336,Tran Thi S6,4.86
SV3337,Le Van S7,9.28
SV3338,Nguyen Van S8,6.49
SV3339,Tran Thi S9,8.8
SV3340,Le Van S0,6.41
SV3341,Nguyen Van S1,9.77
SV3342,Tran Thi S2,8.08
SV3343,Le Van S3,8.49
SV3344,Nguyen Van S4,4.26
SV3345,Tran Thi S5,5.05
SV3346,Le Van S6,6.23
SV3347,Nguyen Van S7,9.92
SV3348,Tran Thi S8,7.97
SV3349,Le Van S9,6.33
SV3350,Nguyen Van S0,8.36
SV3351,Tran Thi S1,6.39
SV3352,Le Van S2,5.13
SV3353,Nguyen Van S3,6.3
SV3354,Tran Thi S4,4.51
SV3355,Le Van S5,7.32
SV3356,Nguyen Van S6,5.61
SV3357,Tran Thi S7,9.48
SV3358,Le Van S8,5.09
SV3359,Nguyen Van S9,5.19
SV3360,Tran Thi S0,9.89
SV3361,Le Van S1,7.35
SV3362,Nguyen Van S2,5.41
SV3363,Tran Thi S3,7.24
SV3364,Le Van S4,7.68
SV3365,Nguyen Van S5,8.16
SV3366,Tran Thi S6,5.2
SV3367,Le Van S7,9.48
SV3368,Nguyen Van S8,7.54
SV3369,Tran Thi S9,5.95
SV3370,Le Van S0,7.47
SV3371,Nguyen Van S1,5.43
SV3372,Tran Thi S2,6.42
SV3373,Le Van S3,5.18
SV3374,Nguyen Van S4,8.47
SV3375,Tran Thi S5,5.78
SV3376,Le Van S6,4.85
SV3377,Nguyen Van S7,4.35
SV3378,Tran Thi S8,7.47
SV3379,Le Van S9,6.72
SV3380,Nguyen Van S0,9.14
SV3381,Tran Thi S1,7.25
SV3382,Le Van S2,9.63
SV3383,Nguyen Van S3,8.2
SV3384,Tran Thi S4,6.29
SV3385,Le Van S5,6.5
SV3386,Nguyen Van S6,8.63
SV3387,Tran Thi S7,4.72
SV3388,Le Van S8,8.37
SV3389,Nguyen Van S9,6.31
SV3390,Tran Thi S0,6.96
SV3391,Le Van S1,9.7
SV3392,Nguyen Van S2,4.67
SV3393,Tran Thi S3,7.4
SV3394,Le Van S4,5.37
SV3395,Nguyen Van S5,8.63
SV3396,Tran Thi S6,5.07
SV3397,Le Van S7,9.77
SV3398,Nguyen Van S8,6.14
SV3399,Tran Thi S9,5.28
SV3400,Le Van S0,6.1
SV3401,Nguyen Van S1,5.91
SV3402,Tran Thi S2,6.43
SV3403,Le Van S3,8.66
SV3404,Nguyen Van S4,8.48
SV3405,Tran Thi S5,6.26
SV3406,Le Van S6,8.92
SV3407,Nguyen Van S7,8.64
SV3408,Tran Thi S8,4.03
SV3409,Le Van S9,5
SV3410,Nguyen Van S0,7.64
SV3411,Tran Thi S1,8.69
SV3412,Le Van S2,7.69
SV3413,Nguyen Van S3,4.13
SV3414,Tran Thi S4,5.17
SV3415,Le Van S5,6.25
SV3416,Nguyen Van S6,4.48
SV3417,Tran Thi S7,8.93
SV3418,Le Van S8,9.89
SV3419,Nguyen Van S9,5.34
SV3420,Tran Thi S0,8.55
SV3421,Le Van S1,9.71
SV3422,Nguyen Van S2,4.61
SV3423,Tran Thi S3,4.35
SV3424,Le Van S4,6.78
SV3425,Nguyen Van S5,4.54
SV3426,Tran Thi S6,6.96
SV3427,Le Van S7,8.26
SV3428,Nguyen Van S8,6.86
SV3429,Tran Thi S9,7.64
SV3430,Le Van S0,4.62
SV3431,Nguyen Van S1,4.26
SV3432,Tran Thi S2,4.12
SV3433,Le Van S3,5.73
SV3434,Nguyen Van S4,4.98
SV3435,Tran Thi S5,7.07
SV3436,Le Van S6,7.02
SV3437,Nguyen Van S7,4.16
SV3438,Tran Thi S8,6.37
SV3439,Le Van S9,7.83
SV3440,Nguyen Van S0,8.54
SV3441,Tran Thi S1,9.25
SV3442,Le Van S2,7.67
SV3443,Nguyen Van S3,8.49
SV3444,Tran Thi S4,8.66
SV3445,Le Van S5,7.33
SV3446,Nguyen Van S6,6.51
SV3447,Tran Thi S7,5.06
SV3448,Le Van S8,8.66
SV3449,Nguyen Van S9,6.7
SV3450,Tran Thi S0,7.93
SV3451,Le Van S1,8.1
SV3452,Nguyen Van S2,8.96
SV3453,Tran Thi S3,5.46
SV3454,Le Van S4,6.04
SV3455,Nguyen Van S5,6.65
SV3456,Tran Thi S6,5.89
SV3457,Le Van S7,7.73
SV3458,Nguyen Van S8,7.64
SV3459,Tran Thi S9,8.26
SV3460,Le Van S0,6.87
SV3461,Nguyen Van S1,4.91
SV3462,Tran Thi S2,9.47
SV3463,Le Van S3,4.13
SV3464,Nguyen Van S4,7.02
SV3465,Tran Thi S5,8.91
SV3466,Le Van S6,9.49
SV3467,Nguyen Van S7,8.5
SV3468,Tran Thi S8,8.49
SV3469,Le Van S9,5.72
SV3470,Nguyen Van S0,9.58
SV3471,Tran Thi S1,8
SV3472,Le Van S2,7.57
SV3473,Nguyen Van S3,8.01
SV3474,Tran Thi S4,9.67
SV3475,Le Van S5,7.41
SV3476,Nguyen Van S6,4.02
SV3477,Tran Thi S7,8.57
SV3478,Le Van S8,9.96
SV3479,Nguyen Van S9,4.39
SV3480,Tran Thi S0,6.73
SV3481,Le Van S1,6.9
SV3482,Nguyen Van S2,4.14
SV3483,Tran Thi S3,4.83
SV3484,Le Van S4,5.77
SV3485,Nguyen Van S5,6.5
SV3486,Tran Thi S6,7.43
SV3487,Le Van S7,8.94
SV3488,Nguyen Van S8,9.03
SV3489,Tran Thi S9,7.09
SV3490,Le Van S0,4.53
SV3491,Nguyen Van S1,4.33
SV3492,Tran Thi S2,7.53
SV3493,Le Van S3,7.29
SV3494,Nguyen Van S4,5.01
SV3495,Tran Thi S5,8.05
SV3496,Le Van S6,8.43
SV3497,Nguyen Van S7,7.22
SV3498,Tran Thi S8,7.82
SV3499,Le Van S9,6.49
SV3500,Nguyen Van S0,6.31
SV3501,Tran Thi S1,5.17
SV3502,Le Van S2,9.45
SV3503,Nguyen Van S3,7.89
SV3504,Tran Thi S4,4.7
SV3505,Le Van S5,5.87
SV3506,Nguyen Van S6,5.19
SV3507,Tran Thi S7,4.51
SV3508,Le Van S8,5.47
SV3509,Nguyen Van S9,8.31
SV3510,Tran Thi S0,7.82
SV3511,Le Van S1,4.62
SV3512,Nguyen Van S2,9.14
SV3513,Tran Thi S3,7.46
SV3514,Le Van S4,7.59
SV3515,Nguyen Van S5,9.76
SV3516,Tran Thi S6,7.3
SV3517,Le Van S7,4.33
SV3518,Nguyen Van S8,9.74
SV3519,Tran Thi S9,6.22
SV3520,Le Van S0,4.05
SV3521,Nguyen Van S1,5.42
SV3522,Tran Thi S2,9.98
SV3523,Le Van S3,6.14
SV3524,Nguyen Van S4,4.29
SV3525,Tran Thi S5,7.01
SV3526,Le Van S6,7.35
SV3527,Nguyen Van S7,9.64
SV3528,Tran Thi S8,5.18
SV3529,Le Van S9,4.19
SV3530,Nguyen Van S0,4.39
SV3531,Tran Thi S1,4.19
SV3532,Le Van S2,5.06
SV3533,Nguyen Van S3,9.43
SV3534,Tran Thi S4,9.28
SV3535,Le Van S5,4.4
SV3536,Nguyen Van S6,9.79
SV3537,Tran Thi S7,9.68
SV3538,Le Van S8,6.6
SV3539,Nguyen Van S9,7.77
SV3540,Tran Thi S0,7.23
SV3541,Le Van S1,7.98
SV3542,Nguyen Van S2,5.33
SV3543,Tran Thi S3,7.07
SV3544,Le Van S4,5.55
SV3545,Nguyen Van S5,9.7
SV3546,Tran Thi S6,7.68
SV3547,Le Van S7,9.91
SV3548,Nguyen Van S8,8.81
SV3549,Tran Thi S9,5.18
SV3550,Le Van S0,6.29
SV3551,Nguyen Van S1,8.28
SV3552,Tran Thi S2,7.6
SV3553,Le Van S3,9.79
SV3554,Nguyen Van S4,4.93
SV3555,Tran Thi S5,9.58
SV3556,Le Van S6,6.91
SV3557,Nguyen Van S7,5.02
SV3558,Tran Thi S8,8.01
SV3559,Le Van S9,8.8
SV3560,Nguyen Van S0,9.25
SV3561,Tran Thi S1,4.6
SV3562,Le Van S2,8.99
SV3563,Nguyen Van S3,9.79
SV3564,Tran Thi S4,8.59
SV3565,Le Van S5,4.22
SV3566,Nguyen Van S6,6.9
SV3567,Tran Thi S7,4.82
SV3568,Le Van S8,9.98
SV3569,Nguyen Van S9,8.1
SV3570,Tran Thi S0,6.49
SV3571,Le Van S1,4.37
SV3572,Nguyen Van S2,7.8
SV3573,Tran Thi S3,4.85
SV3574,Le Van S4,8.86
SV3575,Nguyen Van S5,8.57
SV3576,Tran Thi S6,6.25
SV3577,Le Van S7,9.12
SV3578,Nguyen Van S8,9.64
SV3579,Tran Thi S9,4.58
SV3580,Le Van S0,7.01
SV3581,Nguyen Van S1,7.65
SV3582,Tran Thi S2,6.24
SV3583,Le Van S3,4.96
SV3584,Nguyen Van S4,5.14
SV3585,Tran Thi S5,5.8
SV3586,Le Van S6,9.01
SV3587,Nguyen Van S7,4.38
SV3588,Tran Thi S8,5.89
SV3589,Le Van S9,8.25
SV3590,Nguyen Van S0,9.69
SV3591,Tran Thi S1,6.95
SV3592,Le Van S2,8.15
SV3593,Nguyen Van S3,5.19
SV3594,Tran Thi S4,6.92
SV3595,Le Van S5,7.98
SV3596,Nguyen Van S6,4.19
SV3597,Tran Thi S7,9.68
SV3598,Le Van S8,4.07
SV3599,Nguyen Van S9,4.25
SV3600,Tran Thi S0,7.71
SV3601,Le Van S1,6.35
SV3602,Nguyen Van S2,5.56
SV3603,Tran Thi S3,6.79
SV3604,Le Van S4,7.17
SV3605,Nguyen Van S5,5.28
SV3606,Tran Thi S6,6.09
SV3607,Le Van S7,4.83
SV3608,Nguyen Van S8,9.54
SV3609,Tran Thi S9,6.96
SV3610,Le Van S0,7.81
SV3611,Nguyen Van S1,9.66
SV3612,Tran Thi S2,4.2
SV3613,Le Van S3,6.46
SV3614,Nguyen Van S4,6.62
SV3615,Tran Thi S5,5.98
SV3616,Le Van S6,8.21
SV3617,Nguyen Van S7,6.5
SV3618,Tran Thi S8,7.68
SV3619,Le Van S9,6
SV3620,Nguyen Van S0,5.55
SV3621,Tran Thi S1,7.98
SV3622,Le Van S2,7.78
SV3623,Nguyen Van S3,5.19
SV3624,Tran Thi S4,5.66
SV3625,Le Van S5,6.38
SV3626,Nguyen Van S6,6
SV3627,Tran Thi S7,8.73
SV3628,Le Van S8,9.98
SV3629,Nguyen Van S9,6.7
SV3630,Tran Thi S0,5.95
SV3631,Le Van S1,8.38
SV3632,Nguyen Van S2,9.65
SV3633,Tran Thi S3,6.78
SV3634,Le Van S4,8.92
SV3635,Nguyen Van S5,4.19
SV3636,Tran Thi S6,8
SV3637,Le Van S7,7.09
SV3638,Nguyen Van S8,5.42
SV3639,Tran Thi S9,6.4
SV3640,Le Van S0,4.81
SV3641,Nguyen Van S1,6.64
SV3642,Tran Thi S2,7.42
SV3643,Le Van S3,8.45
SV3644,Nguyen Van S4,8.07
SV3645,Tran Thi S5,5.38
SV3646,Le Van S6,5.73
SV3647,Nguyen Van S7,4.3
SV3648,Tran Thi S8,5.09
SV3649,Le Van S9,9.86
SV3650,Nguyen Van S0,4.07
SV3651,Tran Thi S1,6.42
SV3652,Le Van S2,9.71
SV3653,Nguyen Van S3,5.61
SV3654,Tran Thi S4,8.74
SV3655,Le Van S5,5.51
SV3656,Nguyen Van S6,6.9
SV3657,Tran Thi S7,8.47
SV3658,Le Van S8,8.19
SV3659,Nguyen Van S9,6.44
SV3660,Tran Thi S0,4.51
SV3661,Le Van S1,9.17
SV3662,Nguyen Van S2,7.02
SV3663,Tran Thi S3,7.89
SV3664,Le Van S4,9.06
SV3665,Nguyen Van S5,5.82
SV3666,Tran Thi S6,8.87
SV3667,Le Van S7,8.17
SV3668,Nguyen Van S8,6.69
SV3669,Tran Thi S9,9.64
SV3670,Le Van S0,4.55
SV3671,Nguyen Van S1,7.34
SV3672,Tran Thi S2,5.12
SV3673,Le Van S3,5.23
SV3674,Nguyen Van S4,9.96
SV3675,Tran Thi S5,9.62
SV3676,Le Van S6,6.14
SV3677,Nguyen Van S7,5.38
SV3678,Tran Thi S8,6.26
SV3679,Le Van S9,9.41
SV3680,Nguyen Van S0,8.75
SV3681,Tran Thi S1,6.94
SV3682,Le Van S2,4.94
SV3683,Nguyen Van S3,4.82
SV3684,Tran Thi S4,5.84
SV3685,Le Van S5,9.03
SV3686,Nguyen Van S6,5.04
SV3687,Tran Thi S7,5.98
SV3688,Le Van S8,7.25
SV3689,Nguyen Van S9,8.46
SV3690,Tran Thi S0,8.16
SV3691,Le Van S1,6.46
SV3692,Nguyen Van S2,5.51
SV3693,Tran Thi S3,6.23
SV3694,Le Van S4,4.37
SV3695,Nguyen Van S5,7.94
SV3696,Tran Thi S6,5.78
SV3697,Le Van S7,5.3
SV3698,Nguyen Van S8,4.01
SV3699,Tran Thi S9,8.18
SV3700,Le Van S0,4.84
SV3701,Nguyen Van S1,9.09
SV3702,Tran Thi S2,6.56
SV3703,Le Van S3,5.31
SV3704,Nguyen Van S4,4.9
SV3705,Tran Thi S5,6.1
SV3706,Le Van S6,7.82
SV3707,Nguyen Van S7,4.69
SV3708,Tran Thi S8,6.13
SV3709,Le Van S9,5.66
SV3710,Nguyen Van S0,8.29
SV3711,Tran Thi S1,4.96
SV3712,Le Van S2,8.21
SV3713,Nguyen Van S3,8.64
SV3714,Tran Thi S4,5
SV3715,Le Van S5,7.7
SV3716,Nguyen Van S6,8.44
SV3717,Tran Thi S7,8.35
SV3718,Le Van S8,9
SV3719,Nguyen Van S9,5.94
SV3720,Tran Thi S0,8.45
SV3721,Le Van S1,6.19
SV3722,Nguyen Van S2,4.94
SV3723,Tran Thi S3,4.85
SV3724,Le Van S4,7.11
SV3725,Nguyen Van S5,7.35
SV3726,Tran Thi S6,7.87
SV3727,Le Van S7,4
SV3728,Nguyen Van S8,6.38
SV3729,Tran Thi S9,8.39
SV3730,Le Van S0,4.58
SV3731,Nguyen Van S1,4.62
SV3732,Tran Thi S2,8.52
SV3733,Le Van S3,8.63
SV3734,Nguyen Van S4,7.65
SV3735,Tran Thi S5,7.51
SV3736,Le Van S6,4.52
SV3737,Nguyen Van S7,5.98
SV3738,Tran Thi S8,5.46
SV3739,Le Van S9,9.7
SV3740,Nguyen Van S0,9.1
SV3741,Tran Thi S1,5.62
SV3742,Le Van S2,5.29
SV3743,Nguyen Van S3,7.82
SV3744,Tran Thi S4,6.74
SV3745,Le Van S5,4.35
SV3746,Nguyen Van S6,7.01
SV3747,Tran Thi S7,5.33
SV3748,Le Van S8,6.05
SV3749,Nguyen Van S9,4.86
SV3750,Tran Thi S0,5.81
SV3751,Le Van S1,4.68
SV3752,Nguyen Van S2,8.13
SV3753,Tran Thi S3,9.5
SV3754,Le Van S4,5.69
SV3755,Nguyen Van S5,8.54
SV3756,Tran Thi S6,6.19
SV3757,Le Van S7,4.77
SV3758,Nguyen Van S8,5.9
SV3759,Tran Thi S9,4.39
SV3760,Le Van S0,8.75
SV3761,Nguyen Van S1,6.4
SV3762,Tran Thi S2,5.26
SV3763,Le Van S3,6.97
SV3764,Nguyen Van S4,7.38
SV3765,Tran Thi S5,7.13
SV3766,Le Van S6,7.68
SV3767,Nguyen Van S7,9.31
SV3768,Tran Thi S8,6.07
SV3769,Le Van S9,4.04
SV3770,Nguyen Van S0,6.96
SV3771,Tran Thi S1,7.17
SV3772,Le Van S2,4.02
SV3773,Nguyen Van S3,9.94
SV3774,Tran Thi S4,8.28
SV3775,Le Van S5,4.94
SV3776,Nguyen Van S6,5.54
SV3777,Tran Thi S7,9.8
SV3778,Le Van S8,8.79
SV3779,Nguyen Van S9,5.47
SV3780,Tran Thi S0,4.38
SV3781,Le Van S1,6.07
SV3782,Nguyen Van S2,9
SV3783,Tran Thi S3,4.64
SV3784,Le Van S4,4.99
SV3785,Nguyen Van S5,5.66
SV3786,Tran Thi S6,4.8
SV3787,Le Van S7,9.94
SV3788,Nguyen Van S8,9.16
SV3789,Tran Thi S9,5.99
SV3790,Le Van S0,6.65
SV3791,Nguyen Van S1,8.18
SV3792,Tran Thi S2,8.82
SV3793,Le Van S3,7.56
SV3794,Nguyen Van S4,5.56
SV3795,Tran Thi S5,4.74
SV3796,Le Van S6,7.83
SV3797,Nguyen Van S7,7.6
SV3798,Tran Thi S8,8.21
SV3799,Le Van S9,7.32
SV3800,Nguyen Van S0,4.44
SV3801,Tran Thi S1,6.86
SV3802,Le Van S2,8.95
SV3803,Nguyen Van S3,6.74
SV3804,Tran Thi S4,7.87
SV3805,Le Van S5,7.19
SV3806,Nguyen Van S6,4.46
SV3807,Tran Thi S7,6.24
SV3808,Le Van S8,9.71
SV3809,Nguyen Van S9,7.73
SV3810,Tran Thi S0,5.99
SV3811,Le Van S1,5.84
SV3812,Nguyen Van S2,7.52
SV3813,Tran Thi S3,7.61
SV3814,Le Van S4,6.04
SV3815,Nguyen Van S5,8.04
SV3816,Tran Thi S6,4.43
SV3817,Le Van S7,6.6
SV3818,Nguyen Van S8,5.08
SV3819,Tran Thi S9,6.3
SV3820,Le Van S0,7.73
SV3821,Nguyen Van S1,8.24
SV3822,Tran Thi S2,7.79
SV3823,Le Van S3,4.05
SV3824,Nguyen Van S4,7.78
SV3825,Tran Thi S5,7.96
SV3826,Le Van S6,4.87
SV3827,Nguyen Van S7,9.47
SV3828,Tran Thi S8,7.73
SV3829,Le Van S9,6.57
SV3830,Nguyen Van S0,9.98
SV3831,Tran Thi S1,5.57
SV3832,Le Van S2,8.67
SV3833,Nguyen Van S3,7.12
SV3834,Tran Thi S4,4.98
SV3835,Le Van S5,5.89
SV3836,Nguyen Van S6,7.96
SV3837,Tran Thi S7,4.81
SV3838,Le Van S8,6.07
SV3839,Nguyen Van S9,4.91
SV3840,Tran Thi S0,6.91
SV3841,Le Van S1,5.59
SV3842,Nguyen Van S2,8.13
SV3843,Tran Thi S3,4.55
SV3844,Le Van S4,7.81
SV3845,Nguyen Van S5,4.42
SV3846,Tran Thi S6,4.62
SV3847,Le Van S7,8.12
SV3848,Nguyen Van S8,5.99
SV3849,Tran Thi S9,7.52
SV3850,Le Van S0,9.67
SV3851,Nguyen Van S1,9.54
SV3852,Tran Thi S2,8.21
SV3853,Le Van S3,6.16
SV3854,Nguyen Van S4,9.38
SV3855,Tran Thi S5,7.56
SV3856,Le Van S6,5.21
SV3857,Nguyen Van S7,5.08
SV3858,Tran Thi S8,7.33
SV3859,Le Van S9,4.79
SV3860,Nguyen Van S0,6.66
SV3861,Tran Thi S1,4.45
SV3862,Le Van S2,7.38
SV3863,Nguyen Van S3,4.11
SV3864,Tran Thi S4,7.14
SV3865,Le Van S5,5.51
SV3866,Nguyen Van S6,8.48
SV3867,Tran Thi S7,5.79
SV3868,Le Van S8,4.42
SV3869,Nguyen Van S9,9.27
SV3870,Tran Thi S0,4.85
SV3871,Le Van S1,8.25
SV3872,Nguyen Van S2,8
SV3873,Tran Thi S3,6.89
SV3874,Le Van S4,7.38
SV3875,Nguyen Van S5,8.71
SV3876,Tran Thi S6,6.85
SV3877,Le Van S7,4.73
SV3878,Nguyen Van S8,4.13
SV3879,Nguyen Van S9,5.67
SV3880,Tran Thi S0,7.07
SV3881,Le Van S1,8.27
SV3882,Nguyen Van S2,9.49
SV3883,Tran Thi S3,5.44
SV3884,Le Van S4,5.6
SV3885,Nguyen Van S5,8.8
SV3886,Tran Thi S6,9.08
SV3887,Le Van S7,6.78
SV3888,Nguyen Van S8,7.15
SV3889,Tran Thi S9,6.69
SV3890,Le Van S0,6.61
SV3891,Nguyen Van S1,9.96
SV3892,Tran Thi S2,6.76
SV3893,Le Van S3,6.62
SV3894,Nguyen Van S4,7.91
SV3895,Tran Thi S5,9.29
SV3896,Le Van S6,6.82
SV3897,Nguyen Van S7,7.81
SV3898,Tran Thi S8,5.87
SV3899,Le Van S9,7.35
SV3900,Nguyen Van S0,5.37
SV3901,Tran Thi S1,8.65
SV3902,Le Van S2,8.01
SV3903,Nguyen Van S3,5.94
SV3904,Tran Thi S4,6.02
SV3905,Le Van S5,9.94
SV3906,Nguyen Van S6,8.49
SV3907,Tran Thi S7,6.51
SV3908,Le Van S8,9.29
SV3909,Nguyen Van S9,7.52
SV3910,Tran Thi S0,4.57
SV3911,Le Van S1,8.35
SV3912,Nguyen Van S2,4.44
SV3913,Tran Thi S3,8.11
SV3914,Le Van S4,5.59
SV3915,Nguyen Van S5,4.75
SV3916,Tran Thi S6,6.71
SV3917,Le Van S7,7.32
SV3918,Nguyen Van S8,5.45
SV3919,Tran Thi S9,8.99
SV3920,Le Van S0,5.44
SV3921,Nguyen Van S1,4.19
SV3922,Tran Thi S2,6.32
SV3923,Le Van S3,9.34
SV3924,Nguyen Van S4,5.82
SV3925,Tran Thi S5,6.17
SV3926,Le Van S6,6.08
SV3927,Nguyen Van S7,4.31
SV3928,Tran Thi S8,7.97
SV3929,Le Van S9,8.49
SV3930,Nguyen Van S0,4.96
SV3931,Tran Thi S1,8.25
SV3932,Le Van S2,7.27
SV3933,Nguyen Van S3,4.33
SV3934,Tran Thi S4,9.28
SV3935,Le Van S5,6.05
SV3936,Nguyen Van S6,5.45
SV3937,Tran Thi S7,6.74
SV3938,Le Van S8,8.52
SV3939,Nguyen Van S9,6.12
SV3940,Tran Thi S0,5.9
SV3941,Le Van S1,7.44
SV3942,Nguyen Van S2,8.92
SV3943,Tran Thi S3,8.46
SV3944,Le Van S4,7.02
SV3945,Nguyen Van S5,8.27
SV3946,Tran Thi S6,8.13
SV3947,Le Van S7,8.56
SV3948,Nguyen Van S8,8.45
SV3949,Tran Thi S9,9.08
SV3950,Le Van S0,5.12
SV3951,Nguyen Van S1,4.81
SV3952,Tran Thi S2,8.79
SV3953,Le Van S3,9.73
SV3954,Nguyen Van S4,5.05
SV3955,Tran Thi S5,8.08
SV3956,Le Van S6,8.97
SV3957,Nguyen Van S7,7.35
SV3958,Tran Thi S8,6.16
SV3959,Le Van S9,6.87
SV3960,Nguyen Van S0,7.73
SV3961,Tran Thi S1,9.26
SV3962,Le Van S2,8.29
SV3963,Nguyen Van S3,4.81
SV3964,Tran Thi S4,5.47
SV3965,Le Van S5,7.67
SV3966,Nguyen Van S6,6.71
SV3967,Tran Thi S7,6.78
SV3968,Le Van S8,7.12
SV3969,Nguyen Van S9,8.3
SV3970,Tran Thi S0,6.53
SV3971,Le Van S1,4.38
SV3972,Nguyen Van S2,6.61
SV3973,Tran Thi S3,5.27
SV3974,Le Van S4,6.03
SV3975,Nguyen Van S5,8.97
SV3976,Tran Thi S6,7.34
SV3977,Le Van S7,4.96
SV3978,Nguyen Van S8,4.16
SV3979,Tran Thi S9,5.45
SV3980,Le Van S0,5.09
SV3981,Nguyen Van S1,5.04
SV3982,Tran Thi S2,8.98
SV3983,Le Van S3,9.33
SV3984,Nguyen Van S4,5.39
SV3985,Tran Thi S5,9.86
SV3986,Le Van S6,6.12
SV3987,Nguyen Van S7,8.12
SV3988,Tran Thi S8,7.67
SV3989,Le Van S9,9.91
SV3990,Nguyen Van S0,8.33
SV3991,Tran Thi S1,5.63
SV3992,Le Van S2,4.16
SV3993,Nguyen Van S3,5.84
SV3994,Tran Thi S4,9.5
SV3995,Le Van S5,4.83
SV3996,Nguyen Van S6,6.71
SV3997,Tran Thi S7,9.97
SV3998,Le Van S8,6.44
SV3999,Nguyen Van S9,4.47
SV4000,Tran Thi S0,9.5
SV4001,Le Van S1,5.37
SV4002,Nguyen Van S2,9.82
SV4003,Tran Thi S3,4.14
SV4004,Le Van S4,4.1
SV4005,Nguyen Van S5,8.11
SV4006,Tran Thi S6,8.6
SV4007,Le Van S7,9.42
SV4008,Nguyen Van S8,4.38
SV4009,Tran Thi S9,9.97
SV4010,Le Van S0,8.18
SV4011,Nguyen Van S1,8.02
SV4012,Tran Thi S2,9.57
SV4013,Le Van S3,9.84
SV4014,Nguyen Van S4,8.96
SV4015,Tran Thi S5,4.21
